sentence,class
down to ball offend the best receiver today for the houston oilers he has heard i think weve seen everything hennigan who s had a,0
brilliant year here has dropped three today goes out on the field we place another duval well gorman goes in at west and replaces duval,0
17 to 7 dallas ahead houston has a first down there to defending champs lana shoot for their third straight title and theyre trailing first,0
down in the dallas 34 billy cannon at the 35 the cannon to the 30 and he has stopped at the 29 yard line of,0
dallas by ej holub number 55 who s been all over this field today with some jarring tackles from his left line back in position,0
fiveyard gain by billy cannon second down and five to go for houston 12 minutes 55 seconds left to play double wing setup with two,0
white men you said it s complete at the 15 on the cloud to hide inside number 81 said we can holocene up for the,0
tackle is another houston first down houston first down in the dallas 16 yard line and the houston crowd yelling go go sowere and tannin,0
on the wings plan to write down a little incomplete faster than kenneth / macleod number 81 itll be second down 10 to go for,0
houston on the dallas 16 george doesnt like to leave a good thing he came right back with the same pattern curt the one that,0
was completed on the play before that second down for houston on the dallas 16 incidentally 80% of his patterns have been a simple turn,0
pass to the end that s that s just down the field and turn into the open space that s what he s been showing,0
all day land on second bound that one deflected deflected growler fred s number 76 product that there the deflection by a dallas lineman and,0
he lied a lot to blander and the play will end up losing eight yards started out of the water looked like an incomplete forward,0
