,sentence,class
276,"WARNING: REVIEW CONTAINS MILD SPOILERSA couple of years back I managed to see the first five films in this franchise, and was planning to do",0
277,"Some comments here on IMDb have likened Dog Bite Dog to the classic Cat III films of the 90s, but although it is undoubtedly brutal,",0
278,"I watched this movie for the hot guy--and even he sucked! He was the worst one--well, okay, I have to give props to that freaky",0
279,Absolute must see documentary for anyone interested in getting to the bottom of this story. Told with unflinching eye and with gripping style.,0
280,"I have decided to not believe what famous movie critics say. Even though this movie did not get the best comments, this movie made my day.",0
281,"After a very scary, crude opening which gives you that creepy ""Chainsaw massacre""-feeling, everything falls apart.SPOILER ALERT: As soon as the two FBI-officers start jabbing,",0
282,I can't say much about this film. I think it speaks for itself (as do the current ratings on here).,0
283,I am not so old that I can't remember laughing at Bobcat Goldthwait a couple times.,0
284,"In New Orleans, an illegal immigrant feels sick and leaves a poker game while winning the smalltime criminal Blackie (Walter Jack Palance).",0
285,The box is why I originally picked up this movie and the back is why I rented it. But I soon learned that I had been duped.,0
286,There have been many documentaries that I have seen in which it appeared that the law was on the wrong side of the fence -,0
287,I saw this movie last night and thought it was decent. It has it's moments I guess you would say.,0
288,"Yes, I call this a perfect movie.",0
289,"I would like to know if anyone know how I can get a copy of the movie, ""That's the way of the World"".",0
290,"I saw the movie ""Hoot"" and then I immediately decided to comment it. The truth is that NATURE needs protection from us because we are the dominant specie of this planet.",0
291,"I had some reservations about this movie, I figured it would be the usual bill of fare --- a formula movie about Christmas.",0
292,"When I first saw this film around 6 months ago, I considered it interesting, but little more. But it stuck with me.",0
293,Focus is another great movie starring William H. Macy. I first discovered Macy in Fargo and I've seen a few of his films and he hasn't yet deceived me.,0
294,"In ""Brave New Girl,"" Holly comes from a small town in Texas, sings ""The Yellow Rose of Texas"" at a local competition, and gets admitted",0
295,"Despite a totally misleading advertising campaign, this flick turns out to be an irritatingly clichéd, sub-par haunted house flick with a totally implausible ending.",0
296,"This movie sucks ass. Something about a heatwave in some European country, complete trash. There's nothing going for this movie whatsoever.",0
297,"I was looking forward to The Guardian, but when I walked into the theater I wasn't really in the mood for it at that particular time.",0
298,Going into see Seven Pounds i wasn't clearly sure what to think because the previews left to much open to grasp what the movie was really about.,0
299,I saw Brother's Shadow at the Tribeca Film Festival and loved it! Judd Hirsch and Scott Cohen are great as father and son.,0
300,"""Mararía"" really disappointed me. I can't consider it as a bad movie, but the development just seemed too rushed and non-believable for it to evoke any emotions.",0
301,Serum is about a crazy doctor that finds a serum that is supposed to cure all diseases through the power of the mind.,0
302,witty. funny. intelligent. awesome. i was flipping channels late one night years ago. came across this and a wildfire started.,0
303,"It's a unique film, as it gives us our only chance to see the young Noel Coward in all his ironic glory.",0
304,"This is definitely a ""must see"" film.",0
305,"I thought this movie was stunning, with completely outstanding performances by Valentina Cervi (Artemisia Gentileschi).Cervi portrays Artemisia so beautifully, with tentative yet confidant mannerisms, her",0
306,"I consider myself a bit of a connoisseur of boxing movies and as such there is only one thing that prevents me from calling ""Gentleman",0
307,That this movie has been stapled to the wall of a chapel as proof that God is truly dead.,0
308,"Well, there's no real plot to speak of, it's just an excuse to show some scenes of extreme violence and gratuitous sex (which can sometimes",0
309,This is the best film the Derek couple has ever made and if you think this is a recommendation then you haven't seen any of the others.,0
310,"Some people drift through life, moving from one thing or one person to the next without batting an eye; others latch on to a cause,",0
311,Ho-hum. An inventor's(Horst Buchholz)deadly biological weapon is in danger of falling into the wrong hands. Unknowingly his son(Luke Perry)has been working on the antedote all along.,0
312,"Note to self. Never ever ever again watch a serious movie with Charlie Sheen in it. Great comedian, horrible seal.",0
313,"This movie is stupid. There's no getting around it. But so is Dumb and Dumber. Mind you, Dumb and Dumber is significantly more funny than this.",0
314,"I was looking forward to this so much, being a big fan of the book.",0
315,as always this is an inaccurate picture of the homeless.,0
316,i really in enjoyed watching this movie. like most of the people that watched it. i wasn't sure that i was getting.,0
317,"Having been a Marine, I can tell you that the D.I. is as accurate a portrayal to date depicting Marine Corp boot camp and how boys are turned into men.",0
318,Every high praise word fell way short before the height of this movie.,0
319,"Ken Burns' ""Baseball"" is a decent documentary... it presents a clear origin of the game, a great depiction of baseball's early years and heroes.",0
320,"""Quitting"" may be as much about exiting a pre-ordained identity as about drug withdrawal.",0
321,"I have watched this movie countless times, and never failed to be charmed by it's homely simplicity, sincerity and goodness.",0
322,If only I had read the review by Alex Sander (sic) on here rather than looking at the rating of over 6 from a select,0
323,"Even though I saw this film when I was very young, I already knew the story of Wild the Thief-Taker and Shepherd who famously escaped",0
